mol_id,original_row_index,original_smiles,canonical_smiles,Eox,murcko_scaffold,molecular_target_key
1549,10382,CC(C)(C)CC(C)(C)CC(C)(C)NCCCN,CC(C)(C)CC(C)(C)CC(C)(C)NCCCN,0.579,NO_SCAFFOLD::CC(C)(C)CC(C)(C)CC(C)(C)NCCCN,CC(C)(C)CC(C)(C)CC(C)(C)NCCCN||0.579
1550,5338,CC(C)(C)CC(C)(C)CC1(C)CN1,CC(C)(C)CC(C)(C)CC1(C)CN1,1.262,C1CN1,CC(C)(C)CC(C)(C)CC1(C)CN1||1.262
1551,1456,CC(C)(C)CC(C)(C)N,CC(C)(C)CC(C)(C)N,1.159,NO_SCAFFOLD::CC(C)(C)CC(C)(C)N,CC(C)(C)CC(C)(C)N||1.159
1552,4338,CC(C)(C)CC(C)(C)N=C(N)N,CC(C)(C)CC(C)(C)N=C(N)N,0.804,NO_SCAFFOLD::CC(C)(C)CC(C)(C)N=C(N)N,CC(C)(C)CC(C)(C)N=C(N)N||0.804
1553,9540,CC(C)(C)CC(C)(C)N=C(N)c1ccccc1,CC(C)(C)CC(C)(C)N=C(N)c1ccccc1,0.856,c1ccccc1,CC(C)(C)CC(C)(C)N=C(N)c1ccccc1||0.856
1554,9178,CC(C)(C)CC(C)(C)NC(=O)C=CC(=O)O,CC(C)(C)CC(C)(C)NC(=O)C=CC(=O)O,1.445,NO_SCAFFOLD::CC(C)(C)CC(C)(C)NC(=O)C=CC(=O)O,CC(C)(C)CC(C)(C)NC(=O)C=CC(=O)O||1.445
1555,13780,CC(C)(C)CC(C)(C)NCC#CCNC(C)(C)CC(C)(C)C,CC(C)(C)CC(C)(C)NCC#CCNC(C)(C)CC(C)(C)C,0.684,NO_SCAFFOLD::CC(C)(C)CC(C)(C)NCC#CCNC(C)(C)CC(C)(C)C,CC(C)(C)CC(C)(C)NCC#CCNC(C)(C)CC(C)(C)C||0.684
1556,12834,CC(C)(C)CC(C)(C)NCCNC(C)(C)CC(C)(C)C,CC(C)(C)CC(C)(C)NCCNC(C)(C)CC(C)(C)C,0.52,NO_SCAFFOLD::CC(C)(C)CC(C)(C)NCCNC(C)(C)CC(C)(C)C,CC(C)(C)CC(C)(C)NCCNC(C)(C)CC(C)(C)C||0.52
1557,8479,CC(C)(C)CC(C)(C)NCc1ccccc1,CC(C)(C)CC(C)(C)NCc1ccccc1,0.707,c1ccccc1,CC(C)(C)CC(C)(C)NCc1ccccc1||0.707
1558,10691,CC(C)(C)CC(C)(C)Nc1ccc(C(N)=O)cc1,CC(C)(C)CC(C)(C)Nc1ccc(C(N)=O)cc1,0.425,c1ccccc1,CC(C)(C)CC(C)(C)Nc1ccc(C(N)=O)cc1||0.425
1559,9670,CC(C)(C)CC(C)(C)c1ccc(C(=O)O)cc1,CC(C)(C)CC(C)(C)c1ccc(C(=O)O)cc1,1.314,c1ccccc1,CC(C)(C)CC(C)(C)c1ccc(C(=O)O)cc1||1.314
1560,14987,CC(C)(C)CC(C)(C)c1ccc(Nc2ccc(C(C)(C)CC(C)(C)C)cc2)cc1,CC(C)(C)CC(C)(C)c1ccc(Nc2ccc(C(C)(C)CC(C)(C)C)cc2)cc1,-0.019,c1ccc(Nc2ccccc2)cc1,CC(C)(C)CC(C)(C)c1ccc(Nc2ccc(C(C)(C)CC(C)(C)C)cc2)cc1||-0.019
1561,14324,CC(C)(C)CC(C)(C)c1ccc(Nc2ccc3ccccc3c2)cc1,CC(C)(C)CC(C)(C)c1ccc(Nc2ccc3ccccc3c2)cc1,0.066,c1ccc(Nc2ccc3ccccc3c2)cc1,CC(C)(C)CC(C)(C)c1ccc(Nc2ccc3ccccc3c2)cc1||0.066
1562,12602,CC(C)(C)CC(C)(C)c1ccc(Nc2ccccc2)cc1,CC(C)(C)CC(C)(C)c1ccc(Nc2ccccc2)cc1,0.162,c1ccc(Nc2ccccc2)cc1,CC(C)(C)CC(C)(C)c1ccc(Nc2ccccc2)cc1||0.162
1563,8660,CC(C)(C)CC(C)(C)c1ccc(O)c(N)c1,CC(C)(C)CC(C)(C)c1ccc(O)c(N)c1,0.405,c1ccccc1,CC(C)(C)CC(C)(C)c1ccc(O)c(N)c1||0.405
1564,14325,CC(C)(C)CC(C)(C)c1ccc2c(Nc3ccccc3)cccc2c1,CC(C)(C)CC(C)(C)c1ccc2c(Nc3ccccc3)cccc2c1,0.084,c1ccc(Nc2cccc3ccccc23)cc1,CC(C)(C)CC(C)(C)c1ccc2c(Nc3ccccc3)cccc2c1||0.084
1565,6848,CC(C)(C)CC(CC(C)(C)C)C(=O)O,CC(C)(C)CC(CC(C)(C)C)C(=O)O,1.938,NO_SCAFFOLD::CC(C)(C)CC(CC(C)(C)C)C(=O)O,CC(C)(C)CC(CC(C)(C)C)C(=O)O||1.938
1566,2408,CC(C)(C)CC(N)C(=O)O,CC(C)(C)CC(N)C(=O)O,1.443,NO_SCAFFOLD::CC(C)(C)CC(N)C(=O)O,CC(C)(C)CC(N)C(=O)O||1.443
1567,4360,CC(C)(C)CC(N)CC(C)(C)C,CC(C)(C)CC(N)CC(C)(C)C,1.001,NO_SCAFFOLD::CC(C)(C)CC(N)CC(C)(C)C,CC(C)(C)CC(N)CC(C)(C)C||1.001
1568,7109,CC(C)(C)CC1NCCc2ccccc21,CC(C)(C)CC1NCCc2ccccc21,0.872,c1ccc2c(c1)CCNC2,CC(C)(C)CC1NCCc2ccccc21||0.872
1569,1502,CC(C)(C)CCC(=O)O,CC(C)(C)CCC(=O)O,2.206,NO_SCAFFOLD::CC(C)(C)CCC(=O)O,CC(C)(C)CCC(=O)O||2.206
1570,4427,CC(C)(C)CCC(C)(C)C(=O)O,CC(C)(C)CCC(C)(C)C(=O)O,2.004,NO_SCAFFOLD::CC(C)(C)CCC(C)(C)C(=O)O,CC(C)(C)CCC(C)(C)C(=O)O||2.004
1571,9669,CC(C)(C)CCCC(C(=O)O)c1ccccc1,CC(C)(C)CCCC(C(=O)O)c1ccccc1,1.319,c1ccccc1,CC(C)(C)CCCC(C(=O)O)c1ccccc1||1.319
1572,13527,CC(C)(C)CCCC(CCCC(C)(C)C)(C(=O)O)C(=O)O,CC(C)(C)CCCC(CCCC(C)(C)C)(C(=O)O)C(=O)O,1.661,NO_SCAFFOLD::CC(C)(C)CCCC(CCCC(C)(C)C)(C(=O)O)C(=O)O,CC(C)(C)CCCC(CCCC(C)(C)C)(C(=O)O)C(=O)O||1.661
1573,4424,CC(C)(C)CCCCCC(=O)O,CC(C)(C)CCCCCC(=O)O,2.107,NO_SCAFFOLD::CC(C)(C)CCCCCC(=O)O,CC(C)(C)CCCCCC(=O)O||2.107
1574,6842,CC(C)(C)CCCCCCCC(=O)O,CC(C)(C)CCCCCCCC(=O)O,1.976,NO_SCAFFOLD::CC(C)(C)CCCCCCCC(=O)O,CC(C)(C)CCCCCCCC(=O)O||1.976
1575,12743,CC(C)(C)CCCCCCCCCCCCCCCN,CC(C)(C)CCCCCCCCCCCCCCCN,1.165,NO_SCAFFOLD::CC(C)(C)CCCCCCCCCCCCCCCN,CC(C)(C)CCCCCCCCCCCCCCCN||1.165
1576,5506,CC(C)(C)CCCCCCCCN,CC(C)(C)CCCCCCCCN,1.247,NO_SCAFFOLD::CC(C)(C)CCCCCCCCN,CC(C)(C)CCCCCCCCN||1.247
1577,1471,CC(C)(C)CCCCN,CC(C)(C)CCCCN,1.294,NO_SCAFFOLD::CC(C)(C)CCCCN,CC(C)(C)CCCCN||1.294
1578,442,CC(C)(C)CCN,CC(C)(C)CCN,1.308,NO_SCAFFOLD::CC(C)(C)CCN,CC(C)(C)CCN||1.308
1579,12693,CC(C)(C)CCNC1CCCCC1NCCC(C)(C)C,CC(C)(C)CCNC1CCCCC1NCCC(C)(C)C,0.643,C1CCCCC1,CC(C)(C)CCNC1CCCCC1NCCC(C)(C)C||0.643
1580,211,CC(C)(C)CN,CC(C)(C)CN,1.325,NO_SCAFFOLD::CC(C)(C)CN,CC(C)(C)CN||1.325
1581,2279,CC(C)(C)CNC(C)(C)C,CC(C)(C)CNC(C)(C)C,0.874,NO_SCAFFOLD::CC(C)(C)CNC(C)(C)C,CC(C)(C)CNC(C)(C)C||0.874
1582,14810,CC(C)(C)CNC(CC(NCC(C)(C)C)c1ccccc1)c1ccccc1,CC(C)(C)CNC(CC(NCC(C)(C)C)c1ccccc1)c1ccccc1,0.569,c1ccc(CCCc2ccccc2)cc1,CC(C)(C)CNC(CC(NCC(C)(C)C)c1ccccc1)c1ccccc1||0.569
1583,1593,CC(C)(C)CNCCO,CC(C)(C)CNCCO,1.052,NO_SCAFFOLD::CC(C)(C)CNCCO,CC(C)(C)CNCCO||1.052
1584,3728,CC(C)(C)CNc1ccccc1,CC(C)(C)CNc1ccccc1,0.542,c1ccccc1,CC(C)(C)CNc1ccccc1||0.542
1585,7590,CC(C)(C)Cc1ccc(C(=O)O)c(=O)[nH]1,CC(C)(C)Cc1ccc(C(=O)O)c(=O)[nH]1,1.012,O=c1cccc[nH]1,CC(C)(C)Cc1ccc(C(=O)O)c(=O)[nH]1||1.012
1586,83,CC(C)(C)N,CC(C)(C)N,1.369,NO_SCAFFOLD::CC(C)(C)N,CC(C)(C)N||1.369
1587,11466,CC(C)(C)N(Cc1ccccc1)C(=O)C=CC(=O)O,CC(C)(C)N(Cc1ccccc1)C(=O)C=CC(=O)O,1.171,c1ccccc1,CC(C)(C)N(Cc1ccccc1)C(=O)C=CC(=O)O||1.171
1588,11593,CC(C)(C)N(Cc1ccccc1)C(=O)CCC(=O)O,CC(C)(C)N(Cc1ccccc1)C(=O)CCC(=O)O,1.102,c1ccccc1,CC(C)(C)N(Cc1ccccc1)C(=O)CCC(=O)O||1.102
1589,6122,CC(C)(C)N(N)C(=O)c1ccccc1,CC(C)(C)N(N)C(=O)c1ccccc1,1.284,c1ccccc1,CC(C)(C)N(N)C(=O)c1ccccc1||1.284
1590,4999,CC(C)(C)N(N)Cc1ccccc1,CC(C)(C)N(N)Cc1ccccc1,0.966,c1ccccc1,CC(C)(C)N(N)Cc1ccccc1||0.966
1591,3217,CC(C)(C)N1CC(C(=O)O)C1,CC(C)(C)N1CC(C(=O)O)C1,1.208,C1CNC1,CC(C)(C)N1CC(C(=O)O)C1||1.208
1592,1358,CC(C)(C)N1CC1CN,CC(C)(C)N1CC1CN,1.233,C1CN1,CC(C)(C)N1CC1CN||1.233
1593,3216,CC(C)(C)N1CCC1C(=O)O,CC(C)(C)N1CCC1C(=O)O,1.294,C1CNC1,CC(C)(C)N1CCC1C(=O)O||1.294
1594,2163,CC(C)(C)N1CCC1CN,CC(C)(C)N1CCC1CN,1.104,C1CNC1,CC(C)(C)N1CCC1CN||1.104
1595,9215,CC(C)(C)N1NC2(CCCCC2)NC1=S,CC(C)(C)N1NC2(CCCCC2)NC1=S,0.635,S=C1NNC2(CCCCC2)N1,CC(C)(C)N1NC2(CCCCC2)NC1=S||0.635
1596,10290,CC(C)(C)N1NC2(CCCCCC2)NC1=S,CC(C)(C)N1NC2(CCCCCC2)NC1=S,0.624,S=C1NNC2(CCCCCC2)N1,CC(C)(C)N1NC2(CCCCCC2)NC1=S||0.624
1597,9995,CC(C)(C)N1Sc2ccccc2NC1=S,CC(C)(C)N1Sc2ccccc2NC1=S,0.502,S=C1NSc2ccccc2N1,CC(C)(C)N1Sc2ccccc2NC1=S||0.502
1598,4771,CC(C)(C)N=C(N)c1ccccc1,CC(C)(C)N=C(N)c1ccccc1,1.013,c1ccccc1,CC(C)(C)N=C(N)c1ccccc1||1.013
1599,6110,CC(C)(C)N=C(NO)c1ccccc1,CC(C)(C)N=C(NO)c1ccccc1,0.92,c1ccccc1,CC(C)(C)N=C(NO)c1ccccc1||0.92
1600,10333,CC(C)(C)N=CNc1ccc(-c2cnc[nH]2)cc1,CC(C)(C)N=CNc1ccc(-c2cnc[nH]2)cc1,0.419,c1ccc(-c2cnc[nH]2)cc1,CC(C)(C)N=CNc1ccc(-c2cnc[nH]2)cc1||0.419
1601,5783,CC(C)(C)NC#SNC(C)(C)C,CC(C)(C)NC#SNC(C)(C)C,-0.231,NO_SCAFFOLD::CC(C)(C)NC#SNC(C)(C)C,CC(C)(C)NC#SNC(C)(C)C||-0.231
1602,9986,CC(C)(C)NC(=O)C1CC2CCCCC2CN1,CC(C)(C)NC(=O)C1CC2CCCCC2CN1,0.959,C1CCC2CNCCC2C1,CC(C)(C)NC(=O)C1CC2CCCCC2CN1||0.959
1603,11191,CC(C)(C)NC(=O)C1CCC(C)(C(=O)O)C1(C)C,CC(C)(C)NC(=O)C1CCC(C)(C(=O)O)C1(C)C,1.42,C1CCCC1,CC(C)(C)NC(=O)C1CCC(C)(C(=O)O)C1(C)C||1.42
1604,15013,CC(C)(C)NC(=O)C1CCC2C3CC=C4C=C(C(=O)O)CCC4(C)C3CCC12C,CC(C)(C)NC(=O)C1CCC2C3CC=C4C=C(C(=O)O)CCC4(C)C3CCC12C,0.769,C1=CC2=CCC3C4CCCC4CCC3C2CC1,CC(C)(C)NC(=O)C1CCC2C3CC=C4C=C(C(=O)O)CCC4(C)C3CCC12C||0.769
1605,14937,CC(C)(C)NC(=O)C1CCC2C3CCc4cc(C(=O)O)ccc4C3CCC12C,CC(C)(C)NC(=O)C1CCC2C3CCc4cc(C(=O)O)ccc4C3CCC12C,1.14,c1ccc2c(c1)CCC1C2CCC2CCCC21,CC(C)(C)NC(=O)C1CCC2C3CCc4cc(C(=O)O)ccc4C3CCC12C||1.14
1606,9193,CC(C)(C)NC(=O)C1CCCCC1C(=O)O,CC(C)(C)NC(=O)C1CCCCC1C(=O)O,1.421,C1CCCCC1,CC(C)(C)NC(=O)C1CCCCC1C(=O)O||1.421
1607,9527,CC(C)(C)NC(=O)C1Cc2ccccc2CN1,CC(C)(C)NC(=O)C1Cc2ccccc2CN1,0.963,c1ccc2c(c1)CCNC2,CC(C)(C)NC(=O)C1Cc2ccccc2CN1||0.963
1608,4287,CC(C)(C)NC(=O)C=CC(=O)O,CC(C)(C)NC(=O)C=CC(=O)O,1.622,NO_SCAFFOLD::CC(C)(C)NC(=O)C=CC(=O)O,CC(C)(C)NC(=O)C=CC(=O)O||1.622
1609,4498,CC(C)(C)NC(=O)CCC(=O)O,CC(C)(C)NC(=O)CCC(=O)O,1.51,NO_SCAFFOLD::CC(C)(C)NC(=O)CCC(=O)O,CC(C)(C)NC(=O)CCC(=O)O||1.51
1610,9253,CC(C)(C)NC(=O)N1CCC(C(=O)O)CC1,CC(C)(C)NC(=O)N1CCC(C(=O)O)CC1,0.941,C1CCNCC1,CC(C)(C)NC(=O)N1CCC(C(=O)O)CC1||0.941
1611,8603,CC(C)(C)NC(=O)c1ccccc1C(=O)O,CC(C)(C)NC(=O)c1ccccc1C(=O)O,1.434,c1ccccc1,CC(C)(C)NC(=O)c1ccccc1C(=O)O||1.434
1612,6114,CC(C)(C)NC(=O)c1ccccc1N,CC(C)(C)NC(=O)c1ccccc1N,0.686,c1ccccc1,CC(C)(C)NC(=O)c1ccccc1N||0.686
1613,10862,CC(C)(C)NC(=S)NC(=O)Cc1ccccc1,CC(C)(C)NC(=S)NC(=O)Cc1ccccc1,1.067,c1ccccc1,CC(C)(C)NC(=S)NC(=O)Cc1ccccc1||1.067
1614,9832,CC(C)(C)NC(=S)NC(=O)c1ccccc1,CC(C)(C)NC(=S)NC(=O)c1ccccc1,1.093,c1ccccc1,CC(C)(C)NC(=S)NC(=O)c1ccccc1||1.093
1615,6852,CC(C)(C)NC(=S)NC1CCCC1,CC(C)(C)NC(=S)NC1CCCC1,1.006,C1CCCC1,CC(C)(C)NC(=S)NC1CCCC1||1.006
1616,9859,CC(C)(C)NC(=S)NCCc1ccccc1,CC(C)(C)NC(=S)NCCc1ccccc1,0.958,c1ccccc1,CC(C)(C)NC(=S)NCCc1ccccc1||0.958
1617,8751,CC(C)(C)NC(=S)NCc1ccccc1,CC(C)(C)NC(=S)NCc1ccccc1,0.994,c1ccccc1,CC(C)(C)NC(=S)NCc1ccccc1||0.994
1618,7579,CC(C)(C)NC(=S)Nc1ccccc1,CC(C)(C)NC(=S)Nc1ccccc1,0.823,c1ccccc1,CC(C)(C)NC(=S)Nc1ccccc1||0.823
1619,7634,CC(C)(C)NC(=S)Nc1ccccn1,CC(C)(C)NC(=S)Nc1ccccn1,0.898,c1ccncc1,CC(C)(C)NC(=S)Nc1ccccn1||0.898
1620,7470,CC(C)(C)NC(C(=O)O)c1ccccc1,CC(C)(C)NC(C(=O)O)c1ccccc1,0.929,c1ccccc1,CC(C)(C)NC(C(=O)O)c1ccccc1||0.929
1621,1448,CC(C)(C)NC(C)(C)C,CC(C)(C)NC(C)(C)C,0.796,NO_SCAFFOLD::CC(C)(C)NC(C)(C)C,CC(C)(C)NC(C)(C)C||0.796
1622,14375,CC(C)(C)NC(C1=CC(C)(C)c2ccccc2C1=O)c1ccccc1,CC(C)(C)NC(C1=CC(C)(C)c2ccccc2C1=O)c1ccccc1,0.731,O=C1C(Cc2ccccc2)=CCc2ccccc21,CC(C)(C)NC(C1=CC(C)(C)c2ccccc2C1=O)c1ccccc1||0.731
1623,12160,CC(C)(C)NC(Cc1ccccc1)=NC1CCCCC1,CC(C)(C)NC(Cc1ccccc1)=NC1CCCCC1,0.636,C(Cc1ccccc1)=NC1CCCCC1,CC(C)(C)NC(Cc1ccccc1)=NC1CCCCC1||0.636
1624,1619,CC(C)(C)NC(N)=S,CC(C)(C)NC(N)=S,1.12,NO_SCAFFOLD::CC(C)(C)NC(N)=S,CC(C)(C)NC(N)=S||1.12
1625,13978,CC(C)(C)NC(c1ccccc1)(c1ccccc1)c1ccccc1,CC(C)(C)NC(c1ccccc1)(c1ccccc1)c1ccccc1,0.555,c1ccc(C(c2ccccc2)c2ccccc2)cc1,CC(C)(C)NC(c1ccccc1)(c1ccccc1)c1ccccc1||0.555
1626,14165,CC(C)(C)NC(c1ccccc1)C(NC(C)(C)C)c1ccccc1,CC(C)(C)NC(c1ccccc1)C(NC(C)(C)C)c1ccccc1,0.484,c1ccc(CCc2ccccc2)cc1,CC(C)(C)NC(c1ccccc1)C(NC(C)(C)C)c1ccccc1||0.484
1627,8989,CC(C)(C)NC1C2CCC(C)(C1O)C2(C)C,CC(C)(C)NC1C2CCC(C)(C1O)C2(C)C,0.771,C1CC2CCC1C2,CC(C)(C)NC1C2CCC(C)(C1O)C2(C)C||0.771
1628,3244,CC(C)(C)NC1CCCC1O,CC(C)(C)NC1CCCC1O,0.89,C1CCCC1,CC(C)(C)NC1CCCC1O||0.89
1629,3070,CC(C)(C)NC1CCCCC1,CC(C)(C)NC1CCCCC1,0.829,C1CCCCC1,CC(C)(C)NC1CCCCC1||0.829
1630,14114,CC(C)(C)NC1CN(C2c3ccccc3CCc3ccccc32)C1,CC(C)(C)NC1CN(C2c3ccccc3CCc3ccccc32)C1,0.659,c1ccc2c(c1)CCc1ccccc1C2N1CCC1,CC(C)(C)NC1CN(C2c3ccccc3CCc3ccccc32)C1||0.659
1631,13182,CC(C)(C)NCC(=Cc1ccccc1)C(=O)c1ccccc1,CC(C)(C)NCC(=Cc1ccccc1)C(=O)c1ccccc1,0.777,O=C(C=Cc1ccccc1)c1ccccc1,CC(C)(C)NCC(=Cc1ccccc1)C(=O)c1ccccc1||0.777
1632,4350,CC(C)(C)NCC(=O)C(C)(C)C,CC(C)(C)NCC(=O)C(C)(C)C,0.953,NO_SCAFFOLD::CC(C)(C)NCC(=O)C(C)(C)C,CC(C)(C)NCC(=O)C(C)(C)C||0.953
1633,1573,CC(C)(C)NCC(=O)O,CC(C)(C)NCC(=O)O,1.092,NO_SCAFFOLD::CC(C)(C)NCC(=O)O,CC(C)(C)NCC(=O)O||1.092
1634,9417,CC(C)(C)NCC(=O)c1c[nH]c2ccccc12,CC(C)(C)NCC(=O)c1c[nH]c2ccccc12,0.767,c1ccc2[nH]ccc2c1,CC(C)(C)NCC(=O)c1c[nH]c2ccccc12||0.767
1635,13319,CC(C)(C)NCC(NC(=O)c1ccccc1)c1ccccc1,CC(C)(C)NCC(NC(=O)c1ccccc1)c1ccccc1,0.748,O=C(NCc1ccccc1)c1ccccc1,CC(C)(C)NCC(NC(=O)c1ccccc1)c1ccccc1||0.748
1636,11991,CC(C)(C)NCC(O)(c1ccccc1)c1ccccc1,CC(C)(C)NCC(O)(c1ccccc1)c1ccccc1,0.732,c1ccc(Cc2ccccc2)cc1,CC(C)(C)NCC(O)(c1ccccc1)c1ccccc1||0.732
1637,8657,CC(C)(C)NCC(O)CCc1ccccc1,CC(C)(C)NCC(O)CCc1ccccc1,0.834,c1ccccc1,CC(C)(C)NCC(O)CCc1ccccc1||0.834
1638,6250,CC(C)(C)NCC(O)c1ccccc1,CC(C)(C)NCC(O)c1ccccc1,0.921,c1ccccc1,CC(C)(C)NCC(O)c1ccccc1||0.921
1639,11132,CC(C)(C)NCC1CCC(CNC(C)(C)C)CC1,CC(C)(C)NCC1CCC(CNC(C)(C)C)CC1,0.749,C1CCCCC1,CC(C)(C)NCC1CCC(CNC(C)(C)C)CC1||0.749
1640,3080,CC(C)(C)NCC1CCCC1,CC(C)(C)NCC1CCCC1,0.86,C1CCCC1,CC(C)(C)NCC1CCCC1||0.86
1641,4162,CC(C)(C)NCC1CCCC1=O,CC(C)(C)NCC1CCCC1=O,0.905,O=C1CCCC1,CC(C)(C)NCC1CCCC1=O||0.905
1642,7273,CC(C)(C)NCCC(=O)c1ccccc1,CC(C)(C)NCCC(=O)c1ccccc1,0.861,c1ccccc1,CC(C)(C)NCCC(=O)c1ccccc1||0.861
1643,3423,CC(C)(C)NCCCC(=O)O,CC(C)(C)NCCCC(=O)O,0.917,NO_SCAFFOLD::CC(C)(C)NCCCC(=O)O,CC(C)(C)NCCCC(=O)O||0.917
1644,3451,CC(C)(C)NCCCCCO,CC(C)(C)NCCCCCO,0.881,NO_SCAFFOLD::CC(C)(C)NCCCCCO,CC(C)(C)NCCCCCO||0.881
1645,2358,CC(C)(C)NCCCCN,CC(C)(C)NCCCCN,0.889,NO_SCAFFOLD::CC(C)(C)NCCCCN,CC(C)(C)NCCCCN||0.889
1646,1528,CC(C)(C)NCCCN,CC(C)(C)NCCCN,0.916,NO_SCAFFOLD::CC(C)(C)NCCCN,CC(C)(C)NCCCN||0.916
1647,3165,CC(C)(C)NCCCN1CC1,CC(C)(C)NCCCN1CC1,0.886,C1CN1,CC(C)(C)NCCCN1CC1||0.886
1648,5433,CC(C)(C)NCCCN1CC1(C)C,CC(C)(C)NCCCN1CC1(C)C,0.85,C1CN1,CC(C)(C)NCCCN1CC1(C)C||0.85
1649,5609,CC(C)(C)NCCCNC(C)(C)C,CC(C)(C)NCCCNC(C)(C)C,0.814,NO_SCAFFOLD::CC(C)(C)NCCCNC(C)(C)C,CC(C)(C)NCCCNC(C)(C)C||0.814
1650,4451,CC(C)(C)NCCNC(C)(C)C,CC(C)(C)NCCNC(C)(C)C,0.791,NO_SCAFFOLD::CC(C)(C)NCCNC(C)(C)C,CC(C)(C)NCCNC(C)(C)C||0.791
1651,957,CC(C)(C)NCCO,CC(C)(C)NCCO,0.991,NO_SCAFFOLD::CC(C)(C)NCCO,CC(C)(C)NCCO||0.991
1652,1661,CC(C)(C)NCCS,CC(C)(C)NCCS,0.936,NO_SCAFFOLD::CC(C)(C)NCCS,CC(C)(C)NCCS||0.936
1653,7014,CC(C)(C)NCc1c[nH]c2ccccc12,CC(C)(C)NCc1c[nH]c2ccccc12,0.554,c1ccc2[nH]ccc2c1,CC(C)(C)NCc1c[nH]c2ccccc12||0.554
1654,13874,CC(C)(C)NCc1cc(C(C)(C)C)cc(-c2ccccc2)c1O,CC(C)(C)NCc1cc(C(C)(C)C)cc(-c2ccccc2)c1O,0.575,c1ccc(-c2ccccc2)cc1,CC(C)(C)NCc1cc(C(C)(C)C)cc(-c2ccccc2)c1O||0.575
1655,9773,CC(C)(C)NCc1cc(C(C)(C)C)ccc1O,CC(C)(C)NCc1cc(C(C)(C)C)ccc1O,0.722,c1ccccc1,CC(C)(C)NCc1cc(C(C)(C)C)ccc1O||0.722
1656,9423,CC(C)(C)NCc1cc2ccccc2[nH]c1=O,CC(C)(C)NCc1cc2ccccc2[nH]c1=O,0.874,O=c1ccc2ccccc2[nH]1,CC(C)(C)NCc1cc2ccccc2[nH]c1=O||0.874
1657,3678,CC(C)(C)NCc1ccccc1,CC(C)(C)NCc1ccccc1,0.923,c1ccccc1,CC(C)(C)NCc1ccccc1||0.923
1658,3864,CC(C)(C)NCc1cccnc1,CC(C)(C)NCc1cccnc1,0.946,c1ccncc1,CC(C)(C)NCc1cccnc1||0.946
1659,4174,CC(C)(C)NCc1cccs1,CC(C)(C)NCc1cccs1,0.94,c1ccsc1,CC(C)(C)NCc1cccs1||0.94
1660,3860,CC(C)(C)NCc1ccncc1,CC(C)(C)NCc1ccncc1,0.969,c1ccncc1,CC(C)(C)NCc1ccncc1||0.969
1661,238,CC(C)(C)NN,CC(C)(C)NN,0.426,NO_SCAFFOLD::CC(C)(C)NN,CC(C)(C)NN||0.426
1662,10962,CC(C)(C)NN=C(c1ccccc1)c1ccccc1,CC(C)(C)NN=C(c1ccccc1)c1ccccc1,0.381,N=C(c1ccccc1)c1ccccc1,CC(C)(C)NN=C(c1ccccc1)c1ccccc1||0.381
1663,4123,CC(C)(C)NN=C1CCCCC1,CC(C)(C)NN=C1CCCCC1,0.473,N=C1CCCCC1,CC(C)(C)NN=C1CCCCC1||0.473
1664,6107,CC(C)(C)NNC(=O)c1ccccc1,CC(C)(C)NNC(=O)c1ccccc1,1.37,c1ccccc1,CC(C)(C)NNC(=O)c1ccccc1||1.37
1665,2378,CC(C)(C)NNC(C)(C)C,CC(C)(C)NNC(C)(C)C,1.124,NO_SCAFFOLD::CC(C)(C)NNC(C)(C)C,CC(C)(C)NNC(C)(C)C||1.124
1666,259,CC(C)(C)NO,CC(C)(C)NO,1.487,NO_SCAFFOLD::CC(C)(C)NO,CC(C)(C)NO||1.487
1667,12317,CC(C)(C)Nc1cc(-c2ccccc2)nc2ccccc12,CC(C)(C)Nc1cc(-c2ccccc2)nc2ccccc12,0.505,c1ccc(-c2ccc3ccccc3n2)cc1,CC(C)(C)Nc1cc(-c2ccccc2)nc2ccccc12||0.505
1668,12386,CC(C)(C)Nc1cc(C(C)(C)C)cc(C(C)(C)C)c1O,CC(C)(C)Nc1cc(C(C)(C)C)cc(C(C)(C)C)c1O,0.222,c1ccccc1,CC(C)(C)Nc1cc(C(C)(C)C)cc(C(C)(C)C)c1O||0.222
1669,7304,CC(C)(C)Nc1ccc(C(C)(C)C)cc1,CC(C)(C)Nc1ccc(C(C)(C)C)cc1,0.284,c1ccccc1,CC(C)(C)Nc1ccc(C(C)(C)C)cc1||0.284
1670,2651,CC(C)(C)Nc1ccccc1,CC(C)(C)Nc1ccccc1,0.47,c1ccccc1,CC(C)(C)Nc1ccccc1||0.47
1671,11805,CC(C)(C)Nc1cccccc1=NCc1ccccc1,CC(C)(C)Nc1cccccc1=NCc1ccccc1,0.203,c1ccc(CN=c2cccccc2)cc1,CC(C)(C)Nc1cccccc1=NCc1ccccc1||0.203
1672,4833,CC(C)(C)Nc1cccccc1=O,CC(C)(C)Nc1cccccc1=O,0.457,O=c1cccccc1,CC(C)(C)Nc1cccccc1=O||0.457
1673,8207,CC(C)(C)c1[nH]c2ccccc2c1CCN,CC(C)(C)c1[nH]c2ccccc2c1CCN,0.397,c1ccc2[nH]ccc2c1,CC(C)(C)c1[nH]c2ccccc2c1CCN||0.397
